Symbol,Name,Exchange,Last,Industry,SIC Description,Time,Trend,20D Avg Vol,52W %/High,20D MA,50D MA,100D MA,Market Cap
AA,Alcoa Corp,NYSE,87.71,Metal Products - Distribution,,4/5/2022,Buy,7050440,-10.58%,86.17,77.44,65.63,16761596000
ABBV,Abbvie Inc,NYSE,163.43,Large Cap Pharma,,4/5/2022,Buy,6397445,-1.52%,158.35,149.37,138.26,2.85944E+11
ABC,Amerisourcebergen Corp,NYSE,155.76,Medical - Dental Suppliers,"SIC-5122 Wholesale-Drugs, Proprietaries & Druggists",4/5/2022,Buy,1074730,-1.27%,151.98,144.82,135.79,32363950000
ABEV,Ambev S.A. ADR,NYSE,3.2,Beverages - Alcohol,,4/5/2022,Buy,21211346,-18.99%,2.93,2.86,2.84,51617872000
ABTX,Allegiance Banc CS,NASDAQ,43.35,Banks - Southeast,SIC-6022 State Commercial Banks,4/5/2022,Buy,103110,-5.76%,44.53,43.62,43.12,890649000
ACAD,Acadia Pharmaceutica,NASDAQ,25.75,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/5/2022,Buy,1565890,-7.41%,24.97,24.8,23.35,4226769000
ACET,Adicet Bio Inc,NASDAQ,19.22,Medical - Biomedical,,4/5/2022,Buy,532500,-9.21%,16.66,14.6,13.95,789564000
ACGL,Arch Capital Grp Ltd,NASDAQ,47.49,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/5/2022,Buy,1937875,-3.38%,47.02,46.79,45.29,17845298000
ACHC,Acadia Healthcr Company,NASDAQ,67.02,Medical - Hospitals,,4/5/2022,Buy,607990,-2.37%,65.6,59.12,58.86,5970850000
ACM,Aecom Technology Corp,NYSE,75.34,Engineering & R&D Services,,4/5/2022,Buy,837850,-5.79%,77.17,73.47,73.46,10726520000
ACT,Enact Holdings Inc,NASDAQ,21.85,Insurance - Multi Line,,4/5/2022,Buy,93920,-8.96%,21.94,21.56,21.46,3577617000
ADM,Archer Daniels Midland,NYSE,90.9,Agriculture Operations,,4/5/2022,Buy,4594370,-2.78%,87.21,81.09,73.8,50864796000
AEE,Ameren Corp,NYSE,94.94,Utility - Electric Power,,4/5/2022,Buy,1377735,-0.92%,90.27,87.93,87.31,24326662000
AEM,Agnico-Eagle Mines Ltd,NYSE,62.75,Mining - Gold,SIC-1040 Gold and Silver Ores,4/5/2022,Buy,3717350,-15.77%,61.47,55.42,53.53,15564700000
AEP,American Electric Power Company,NASDAQ,101.31,Utility - Electric Power,,4/5/2022,Buy,2950515,-1.35%,96.98,92.38,89.3,50782656000
AFG,American Financial Group,NYSE,144.29,Insurance - Proprty & Casualty,,4/5/2022,Buy,329555,-4.44%,143.36,137.59,137.26,12216618000
AFL,Aflac Inc,NYSE,63.77,Insurance - Accident & Health,,4/5/2022,Buy,2359835,-4.78%,63.26,62.89,60.59,41337660000
AGCO,Agco Corp,NYSE,139.99,Machinery - Farm,,4/5/2022,Buy,995750,-11.74%,137.77,128.56,123.66,10666960000
AGI,Alamos Gold Inc,NYSE,8.5,Mining - Gold,,4/5/2022,Buy,3709775,-9.33%,8.38,7.69,7.61,3405524000
AGRO,Adecoagro S.A.,NYSE,11.47,Agriculture Operations,,4/5/2022,Buy,2207285,-9.47%,11.7,9.89,8.88,1378149000
AIG,American International Group,NYSE,62.45,Insurance - Multi Line,,4/5/2022,Buy,4249060,-3.78%,61.29,60.4,58.63,50422752000
AIR,AAR Corp,NYSE,47.08,Aerospace - Defense Equipment,,4/5/2022,Buy,447990,-8.15%,47.09,44.09,40.95,1694383000
AIZ,Assurant Inc,NYSE,181.87,Insurance - Multi Line,,4/5/2022,Buy,391855,-2.00%,178.07,167.75,161.54,10491315000
ALBO,Albireo Pharma Inc,NASDAQ,32.73,Medical - Biomedical,,4/5/2022,Buy,314145,-13.55%,30.9,30.49,27.48,627135000
ALKS,Alkermes Plc,NASDAQ,28.57,Medical - Biomedical,,4/5/2022,Buy,1389485,-13.42%,26.28,25.09,24.24,4650130000
ALL,Allstate Corp,NYSE,137.24,Insurance - Proprty & Casualty,,4/5/2022,Buy,2135895,-3.23%,133.74,127.26,121.46,38158452000
ALTO,Alto Ingredients Inc,NASDAQ,6.56,Consumer Prdts - Misc Discr,SIC-2860 Industrial Organic Chemicals,4/5/2022,Buy,3358695,-9.77%,6.27,5.8,5.44,509453000
ALTU,Altitude Acquisition Corp Cl A,NASDAQ,9.95,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,93140,-2.93%,9.94,9.92,9.9,373125000
AM,Antero Midstream Corp,NYSE,10.77,Oil - US Integrated,SIC-4922 Natural Gas Transmission,4/5/2022,Buy,3831215,-8.03%,10.56,10.18,10.07,5238219000
AMAL,Amalgamated Financial Corp,NASDAQ,17.99,Finance - SBIC & Commercial,,4/5/2022,Buy,48800,-10.01%,17.7,17.2,17.14,548246000
AMGN,Amgen Inc,NASDAQ,244.56,Medical - Biomedical,,4/5/2022,Buy,2945310,-6.30%,236.67,230.74,224.11,1.37927E+11
AMPH,Amphastar Pharma,NASDAQ,36.82,Medical - Generic Drugs,,4/5/2022,Buy,486130,-5.63%,35.12,30.03,26.19,1812998000
AMRK,A-Mark Precious Meta,NASDAQ,77,Precious Metals & Jewelry,,4/5/2022,Buy,133245,-7.72%,76.51,71.84,67.39,904884000
ANDE,Andersons Inc,NASDAQ,49.47,Agriculture Products,,4/5/2022,Buy,460310,-10.67%,47.92,43.54,40.36,1684445000
ANTM,Anthem Inc,NYSE,494.78,Medical - HMO,,4/5/2022,Buy,1305810,-2.21%,478.7,461.71,449.32,1.23932E+11
AON,AON Plc,NYSE,325.97,Insurance - Brokers,,4/5/2022,Buy,1341765,-1.79%,315.08,295.92,293.98,71989072000
APA,Apa Corp,NASDAQ,41.69,Oil - US Exploration & Product,,4/5/2022,Buy,8653510,-4.99%,40.11,36.57,32.25,14904432000
APLS,Apellis Pharmaceuticals Inc,NASDAQ,59.21,Medical - Biomedical,,4/5/2022,Buy,1659235,-18.89%,49.41,45.64,44.62,6189173000
APOG,Apogee Entrpr Inc,NASDAQ,46.93,Glass Products,,4/5/2022,Buy,216330,-6.97%,48.08,46.28,46.26,1206698000
APSG,Apollo Strategic Growth Capital Cl A,NYSE,9.95,Transportation - Services,SIC-4700 Transportation Services,4/5/2022,Buy,612705,-0.70%,9.92,9.9,9.89,1014884000
APTS,Preferred Apartment Communities,NYSE,24.94,REIT - Equity Trust Resident,,4/5/2022,Buy,2631495,-3.33%,24.99,23.03,19.33,1390031000
AQN,Algonquin Pwr & Util,NYSE,15.73,Utility - Electric Power,,4/5/2022,Buy,1915455,-5.18%,15.26,14.61,14.32,10543045000
AR,Antero Resources Corp,NYSE,30.42,Oil - US Exploration & Product,,4/5/2022,Buy,7736515,-5.98%,28.23,24.11,21.11,9756944000
ARCO,Arcos Dorados Holdings Inc,NYSE,7.82,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/5/2022,Buy,969535,-7.35%,7.81,7.34,6.36,1702556000
ARIS,Aris Water Solutions Inc Cl A,NYSE,17.27,Waste Removal Svcs,N/A,4/5/2022,Buy,182010,-10.05%,18,15.23,14.12,968437000
ARLP,Alliance Resource Pt,NASDAQ,15.55,Coal,,4/5/2022,Buy,658960,-4.89%,15.06,14.26,13.04,1929548000
AROC,Archrock Inc,NYSE,9.16,Oil - Field Services,,4/5/2022,Buy,1444715,-8.76%,9.07,8.71,8.26,1492395000
ARTNA,Artesian Res Cp A,NASDAQ,48.15,Utility - Water Supply,,4/5/2022,Buy,31610,-5.37%,47.79,47.39,45.81,455829000
ASAI,Sendas Distribuidora S.A. ADR,NYSE,17.27,Consumer Prdts - Misc Discr,,4/5/2022,Buy,175610,-6.90%,15.24,13.47,12.72,4749222000
ATCX,Atlas Technical Consultants Inc,NASDAQ,12.51,Engineering & R&D Services,SIC-8742 Services-Management Consulting Services,4/5/2022,Buy,142220,-18.77%,12.23,11.21,10,488814000
ATI,Allegheny Technologies Inc,NYSE,27.72,Steel - Specialty,,4/5/2022,Buy,2138120,-2.57%,26.87,24.7,20.65,3549427000
ATO,Atmos Energy Corp,NYSE,120.23,Utility - Gas Distribution,,4/5/2022,Buy,1005010,-1.01%,116.16,111.09,105.23,16140786000
ATRS,Antares Pharma,NASDAQ,4.03,Medical - Dental Suppliers,,4/5/2022,Buy,947305,-12.96%,3.97,3.7,3.56,670218000
AU,Anglogold Ashanti Ltd ADR,NYSE,23.48,Mining - Gold,,4/5/2022,Buy,3997295,-12.91%,24.06,22.4,21.28,10053424000
AURA,Aura Biosciences Inc,NASDAQ,21.25,Medical - Biomedical,N/A,4/5/2022,Buy,33480,-18.77%,21.24,19.63,18.81,628457000
AUY,Yamana Gold,NYSE,5.69,Mining - Gold,SIC-1040 Gold and Silver Ores,4/5/2022,Buy,18829965,-6.41%,5.55,4.97,4.54,5711048000
AVA,Avista Corp,NYSE,45.91,Utility - Electric Power,,4/5/2022,Buy,460510,-4.57%,44.97,44.41,42.82,3280405000
AVD,American Vanguard Corp,NYSE,20.24,Chemical - Specialty,,4/5/2022,Buy,330400,-5.02%,19.2,16.71,16.2,646441000
AXS,Axis Capital Holdings,NYSE,58.67,Insurance - Proprty & Casualty,,4/5/2022,Buy,615960,-4.43%,56.36,55.93,54.6,5005014000
AZN,Astrazeneca Plc ADR,NASDAQ,67.05,Large Cap Pharma,,4/5/2022,Buy,7000940,-1.59%,64.01,60.89,59.02,2.066E+11
BANF,Bancfirst Corp,NASDAQ,83.05,Banks - Southwest,,4/5/2022,Buy,149765,-2.09%,81.86,78.81,74.18,2725994000
BCBP,Bcb Bancorp Inc,NASDAQ,17.89,Banks - Northeast,,4/5/2022,Buy,51465,-6.85%,18.1,17.99,16.69,308957000
BCE,BCE Inc,NYSE,57.11,Diversified Comm Services,,4/5/2022,Buy,1537300,-0.73%,54.52,53.46,52.49,51046752000
BCH,Banco DE Chile ADR,NYSE,21.42,Banks - Foreign,,4/5/2022,Buy,114700,-13.91%,21.46,20.98,19.49,10945191000
BCOR,Blucora Inc,NASDAQ,19.43,Technology Services,,4/5/2022,Buy,467755,-5.68%,19.32,18.57,17.85,960638000
BEP,Brookfield Renewable,NYSE,39.25,Utility - Electric Power,,4/5/2022,Buy,354860,-10.75%,40.45,36.79,35.93,11044704000
BEPC,Brookfield Renewable Corp,NYSE,41.84,Other Alt Energy,,4/5/2022,Buy,697135,-14.10%,42.59,38.1,37,7376569000
BG,Bunge Ltd,NYSE,111.89,Agriculture Products,,4/5/2022,Buy,1749020,-4.73%,109.99,104.87,98.46,15810518000
BHP,Bhp Billiton Ltd ADR,NYSE,77.18,Mining - Misc,,4/5/2022,Buy,4515610,-5.96%,72.53,69.73,64.44,1.1621E+11
BHR,Braemar Hotels & Resorts Inc,NYSE,5.95,REIT - Equity Trust Other,,4/5/2022,Buy,432830,-17.93%,6.04,5.86,5.42,405164000
BIP,Brookfield Infrastructure Partners LP,NYSE,67.92,Utility - Electric Power,,4/5/2022,Buy,297550,-1.58%,63.4,61.16,59.79,20617664000
BIPC,Brookfield Infrastructure Partners LP Cl A,NYSE,76.03,Finance - Misc Services,SIC-4923 Natural Gas Transmission & Distribution,4/5/2022,Buy,261615,-5.67%,72.72,69.9,66.88,5661118000
BKH,Black Hills Corp,NYSE,76.8,Utility - Electric Power,,4/5/2022,Buy,362645,-2.23%,73.53,70.3,68.94,4950496000
BKR,Baker Hughes A Ge Co. Cl A,NASDAQ,35.52,Oil - Field Services,,4/5/2022,Buy,14364770,-10.71%,36.36,31.89,28.33,37430768000
BKU,BankUnited Inc,NYSE,43.08,Banks - Major Regional,,4/5/2022,Buy,1042250,-13.06%,43.12,42.98,42.74,3740051000
BMA,Banco Macro S.A. ADR,NYSE,17.25,Banks - Foreign,,4/5/2022,Buy,265755,-18.63%,16.48,15.1,14.74,1129838000
BMO,Bank of Montreal,NYSE,118.29,Banks - Foreign,"SIC-6029 Commercial Banks, NEC",4/5/2022,Buy,791480,-3.65%,118.33,116.53,113.14,78987848000
BMY,Bristol-Myers Squibb Company,NYSE,74.43,Medical - Biomedical,,4/5/2022,Buy,15141180,-0.75%,71.48,68.58,64.49,1.60841E+11
BNFT,Benefitfocus,NASDAQ,12.42,Internet - Software,,4/5/2022,Buy,150005,-18.29%,11.45,10.76,10.67,421979000
BOAC,Bluescape Opportunities Acquisition Cl A,NYSE,9.87,Unclassified,N/A,4/5/2022,Buy,153935,-3.52%,9.85,9.84,9.82,748749000
BOWL,Bowlero Corp Cl A,NYSE,10.84,Leisure & Recreation Services,,4/5/2022,Buy,628555,-14.17%,10.81,9.61,9.48,344990000
BOX,Box Inc,NYSE,28.84,Internet - Software,,4/5/2022,Buy,1987160,-2.78%,27.71,26.66,26.17,4196586000
BPT,BP Prudhoe Bay Royalty Trust,NYSE,15.2,Oil - US Royalty Trusts,,4/5/2022,Buy,801230,-9.63%,13.04,11.22,7.78,346894000
BRK.B,Berkshire Hathaway Cl B,NYSE,344.8,Insurance - Proprty & Casualty,,4/5/2022,Buy,5436590,-4.78%,344.48,327.7,311.73,7.64855E+11
BRO,Brown & Brown,NYSE,72.36,Insurance - Brokers,,4/5/2022,Buy,1816475,-2.22%,68.85,67.37,66.99,20441408000
BRT,BRT Realty Trust,NYSE,24.13,REIT - Equity Trust Resident,,4/5/2022,Buy,46135,-4.66%,23.82,22.8,21.71,447685000
BRX,Brixmor Property Group Inc,NYSE,25.02,REIT - Equity Trust Retail,,4/5/2022,Buy,2566730,-7.85%,25.28,25.16,24.89,7621828000
BRY,Berry Pete Corp,NASDAQ,10.68,Oil - US Integrated,,4/5/2022,Buy,457075,-7.45%,10.29,9.71,9.22,866577000
BSAC,Banco Santander Chile ADR,NYSE,22.38,Banks - Foreign,,4/5/2022,Buy,477465,-14.42%,21.92,20.59,19.21,10656621000
BSBR,Banco Santander Brasil S.A. ADR,NYSE,7.63,Banks - Foreign,,4/5/2022,Buy,2453240,-17.69%,7.18,6.53,6.13,29506756000
BSM,Black Stone Minerals LP,NYSE,14.13,E&P MLP,,4/5/2022,Buy,890125,-3.29%,12.88,12.26,11.64,3000844000
BSX,Boston Scientific Corp,NYSE,44.35,Medical Products,,4/5/2022,Buy,7894785,-4.18%,43.53,43.38,42.56,63004176000
BTU,Peabody Energy Corp,NYSE,24.78,Coal,,4/5/2022,Buy,10440345,-12.75%,23.52,18.99,14.87,3455117000
BXMT,Blackstone Mortgage Trust Inc Cl A,NYSE,31.69,REIT - Mortgage Trusts,,4/5/2022,Buy,1666170,-6.90%,31.76,31.46,31.37,5395456000
BXP,Boston Properties,NYSE,125.8,REIT - Equity Trust Other,,4/5/2022,Buy,690215,-5.49%,126.37,121.35,119.14,20044484000
BYD,Boyd Gaming Corp,NYSE,65.28,Gaming,,4/5/2022,Buy,1105940,-10.23%,66.83,66.06,63.83,7328534000
CACI,Caci International,NYSE,296.51,Computer - Services,,4/5/2022,Buy,164080,-5.43%,300.19,277.89,274.34,7038418000
CAH,Cardinal Health,NYSE,56.83,Medical - Dental Suppliers,,4/5/2022,Buy,2607005,-8.50%,56.1,54.17,52.13,15709359000
CALM,Cal-Maine Foods IN,NASDAQ,57.37,Agriculture Products,,4/5/2022,Buy,880980,-4.30%,50.45,45.52,41.55,2893371000
CARE,Carter Bankshares Inc,NASDAQ,17.62,Banks - Northeast,,4/5/2022,Buy,105440,-1.01%,16.83,16.25,15.77,444779000
CARG,Cargurus Inc Cl A,NASDAQ,43.22,Auto - Truck Replacement Parts,,4/5/2022,Buy,1045430,-13.61%,42.49,38.59,36.65,5285770000
CB,Chubb Ltd,NYSE,212.38,Insurance - Proprty & Casualty,,4/5/2022,Buy,1717815,-3.02%,211.42,206.08,198.77,91029728000
CBSH,Commerce Bancshares,NASDAQ,70.42,Banks - Midwest,,4/5/2022,Buy,364205,-8.93%,71.7,70.8,70.11,8595177000
CBZ,Cbiz Inc,NYSE,41.31,Consulting,,4/5/2022,Buy,180345,-3.06%,40.56,39.22,38.91,2144433000
CCJ,Cameco Corp,NYSE,28.34,Mining - Misc,,4/5/2022,Buy,10356740,-7.05%,27.78,24.04,23.61,11324181000
CCK,Crown Cork & Seal Company,NYSE,124.79,Containers - Metal & Glass,,4/5/2022,Buy,973070,-4.32%,126.03,120.8,114.95,15544669000
CDEV,Centennial Resource Development Inc,NASDAQ,8.67,Oil - US Exploration & Product,,4/5/2022,Buy,10227185,-6.77%,8.22,8.17,7.42,2543354000
CDK,Cdk Global Inc,NASDAQ,48.65,IT Services,,4/5/2022,Buy,673085,-11.79%,47.94,45.52,43.41,5749276000
CDR,Cedar Realty Trust Inc,NYSE,28,REIT - Equity Trust Other,,4/5/2022,Buy,253790,-2.37%,27.82,25.45,24.42,381291000
CEIX,Consol Energy Inc,NYSE,35.46,Coal,,4/5/2022,Buy,789185,-14.35%,35.43,31.06,27.12,1291599000
CENX,Century Aluminum C,NASDAQ,26.52,Metal Production & Fabrication,,4/5/2022,Buy,1978060,-12.65%,25.98,22.62,18.93,2428596000
CEPU,Central Puerto S.A. ADR,NYSE,4.09,Other Alt Energy,SIC-4911 Electric Services,4/5/2022,Buy,180760,-6.68%,3.89,3.67,3.44,630666000
CEQP,Crestwood Equity Partners LP,NYSE,29.78,Oil Gas Prod Pipeline MLP,,4/5/2022,Buy,845750,-12.26%,30.27,29.56,28.42,1916563000
CF,Cf Industries Holdings,NYSE,102.77,Fertilizers,,4/5/2022,Buy,5007620,-6.40%,99.26,85.78,75.8,21275256000
CFFE,Cf Acquisition Corp ViII Cl A,NASDAQ,10.07,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,40495,-11.55%,10.05,10.03,9.99,320125000
CGAU,Centerra Gold Inc,NYSE,9.93,Mining - Gold,,4/5/2022,Buy,103885,-6.05%,9.89,9.24,8.47,2971160000
CGBD,Tcg Bdc Inc,NASDAQ,14.45,Finance - Misc Services,,4/5/2022,Buy,248285,-3.41%,14.49,14.23,14.05,765152000
CHK,Chesapeake Energy Corp,NASDAQ,88.67,Other Alt Energy,,4/5/2022,Buy,1844550,-3.41%,83.4,76.01,70.08,11393622000
CHKP,Check Point Software,NASDAQ,142.4,Security,,4/5/2022,Buy,1383115,-4.83%,138.64,134.12,124.95,19360376000
CHNG,Change Healthcare Inc,NASDAQ,23.73,Medical Information Systems,,4/5/2022,Buy,2735290,-0.90%,21.83,20.9,20.85,6894295000
CHT,Chunghwa Telecom Co. Ltd ADR,NYSE,44.44,Diversified Comm Services,,4/5/2022,Buy,119455,-3.12%,44.21,43.83,42.62,34761136000
CI,Cigna Corp,NYSE,245.09,Insurance - Multi Line,,4/5/2022,Buy,1647220,-10.16%,239.26,233.94,227.57,77130016000
CIB,Bancolombia S.A. ADR,NYSE,43.02,Banks - Foreign,,4/5/2022,Buy,413475,-1.63%,40.42,37.46,34.9,10219422000
CIG,Comp En DE MN Cemig ADR,NYSE,3.24,Utility - Electric Power,SIC-4911 Electric Services,4/5/2022,Buy,5549535,-2.41%,2.92,2.68,2.53,6268489000
CINF,Cincinnati Financial,NASDAQ,135.28,Insurance - Proprty & Casualty,,4/5/2022,Buy,762550,-2.67%,131.79,125.42,121.03,21679448000
CIVI,Civitas Resources Inc,NYSE,59.71,Oil - US Exploration & Product,,4/5/2022,Buy,1099480,-7.93%,58.46,54.75,53.98,5227331000
CLAS,Class Acceleration Corp Cl A,NYSE,9.79,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,92545,-1.31%,9.78,9.76,9.75,317295000
CLBK,Columbia Financial Inc,NASDAQ,21.61,Finance - Misc Services,,4/5/2022,Buy,87295,-4.84%,21.83,21.57,20.83,2285755000
CLF,Cleveland-Cliffs Inc,NYSE,32.54,Mining - Misc,,4/5/2022,Buy,23332084,-4.41%,29.36,23.81,22.45,17049554000
CLR,Continental Resources,NYSE,61.19,Oil - US Exploration & Product,,4/5/2022,Buy,1756720,-6.32%,61.03,57.59,52.17,22845128000
CMC,Commercial Metals Company,NYSE,41.1,Steel - Producers,,4/5/2022,Buy,1422350,-5.65%,41.24,38.16,36.37,5049966000
CMP,Compass Minerals Intl Inc,NYSE,62.65,Chemical - Diversified,,4/5/2022,Buy,340105,-16.95%,61.95,58.17,55.97,2195829000
CMS,Cms Energy Corp,NYSE,71.11,Utility - Electric Power,,4/5/2022,Buy,2198320,-1.08%,68,65.45,64.13,20480768000
CMTG,Claros Mortgage Trust Inc,NYSE,17.83,REIT - Mortgage Trusts,N/A,4/5/2022,Buy,43360,-4.86%,17.55,17.4,17.23,2511555000
CNA,CNA Financial Corp,NYSE,47.94,Insurance - Proprty & Casualty,,4/5/2022,Buy,187280,-3.15%,47.74,46.81,45.68,13075324000
CNMD,C O N M E D Cp,NYSE,145.03,Medical - Dental Suppliers,,4/5/2022,Buy,236200,-8.85%,143.38,141.01,139.99,4303122000
CNO,Cno Financial Group,NYSE,24.65,Insurance - Multi Line,,4/5/2022,Buy,968130,-11.62%,24.66,24.65,24.48,2948619000
CNP,Centerpoint Energy Inc,NYSE,31.03,Utility - Electric Power,,4/5/2022,Buy,4513270,-1.13%,29.71,28.45,27.85,19468332000
CNQ,Canadian Natural Resources,NYSE,62.6,Oil - C$ Exploration & Product,,4/5/2022,Buy,3372750,-4.34%,61.44,56.73,50.05,74519168000
CNR,Cornerstone Building Brands Inc,NYSE,24.34,Building - CMT & CNT & AG,,4/5/2022,Buy,3283690,-0.41%,24.32,21.2,18.81,3093745000
CNX,CNX Resources Corp,NYSE,20.54,Oil - US Exploration & Product,,4/5/2022,Buy,3568305,-5.35%,19.53,17.37,15.88,4119780000
CNXN,PC Connection Inc,NASDAQ,52.33,Retail - Wholesale Computers,,4/5/2022,Buy,37130,-4.49%,52.38,49.28,46.79,1400709000
COHR,Coherent Inc,NASDAQ,271.07,Semi-Eqpt Wafer Companies,,4/5/2022,Buy,221065,-1.71%,266.71,262.47,262.07,6762534000
CONX,Conx Corp Cl A,NASDAQ,9.87,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,141735,-2.37%,9.84,9.83,9.82,927484000
COP,Conocophillips,NYSE,98.05,Oil - US Integrated,,4/5/2022,Buy,8511354,-8.81%,100.23,95.41,85.17,1.30318E+11
CPE,Callon Petroleum Company,NYSE,61.18,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/5/2022,Buy,1753665,-7.97%,58.9,55.87,54.07,3901179000
CPG,Crescent Pt Energy,NYSE,7.17,Oil - C$ Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/5/2022,Buy,9286625,-8.89%,7.25,6.95,6.08,4384213000
CPLP,Capital Product Part,NASDAQ,17.82,Transportation - Ship,,4/5/2022,Buy,132145,-9.31%,16.64,15.95,15.86,346998000
CPRX,Catalyst Pharm Inc,NASDAQ,8.36,Medical - Drugs,SIC-2834 Pharmaceutical Preparations,4/5/2022,Buy,1228515,-3.30%,7.99,7.4,7.09,868195000
CPSI,Computer Programs,NASDAQ,33.08,Medical Information Systems,,4/5/2022,Buy,94065,-12.07%,33.91,31.33,30.41,500620000
CR,Crane Company,NYSE,104.92,Conglomerates - Div Operations,SIC-3490 Miscellaneous Fabricated Metal Products,4/5/2022,Buy,318880,-8.66%,107.11,103.9,103,6204696000
CRC,California Resources Corp,NYSE,43.42,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/5/2022,Buy,924425,-13.91%,44.87,43.17,42.87,3526069000
CRESY,Cresud Sacif ADR,NASDAQ,7.85,Agriculture Operations,SIC-6500 Real Estate,4/5/2022,Buy,200390,-16.49%,7.86,6.67,5.72,479820000
